rxn_id,reaction
49,O[C:1]([C@@H:2]([NH:3][C:4](=[O:5])[CH2:6][c:7]1[cH:8][c:9]([F:10])[cH:11][c:12]([F:13])[cH:14]1)[CH2:15][c:16]1[cH:17][c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]2[nH:24]1)=[O:25].[NH2:26][C@H:27]1[C:28](=[O:29])[NH:30][c:31]2[cH:32][cH:33][cH:34][cH:35][c:36]2[S:37][C@H:38]1[c:39]1[cH:40][cH:41][cH:42][cH:43][cH:44]1>>[C:1]([C@@H:2]([NH:3][C:4](=[O:5])[CH2:6][c:7]1[cH:8][c:9]([F:10])[cH:11][c:12]([F:13])[cH:14]1)[CH2:15][c:16]1[cH:17][c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]2[nH:24]1)(=[O:25])[NH:26][C@@H:27]1[C:28](=[O:29])[NH:30][c:31]2[cH:32][cH:33][cH:34][cH:35][c:36]2[S:37][C@@H:38]1[c:39]1[cH:40][cH:41][cH:42][cH:43][cH:44]1
50,CCO[C:1](=[O:2])[c:3]1[c:4]([O:5][CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[c:13]([O:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[c:22]([C:23](=[O:24])[N:25]([CH3:26])[CH3:27])[n:28]1-[c:29]1[cH:30][cH:31][c:32]([O:33][CH3:34])[cH:35][cH:36]1.[CH3:37][CH2:38][NH2:39]>>[C:1](=[O:2])([c:3]1[c:4]([O:5][CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][cH:12]2)[c:13]([O:14][CH2:15][c:16]2[cH:17][cH:18][cH:19][cH:20][cH:21]2)[c:22]([C:23](=[O:24])[N:25]([CH3:26])[CH3:27])[n:28]1-[c:29]1[cH:30][cH:31][c:32]([O:33][CH3:34])[cH:35][cH:36]1)[NH:39][CH2:38][CH3:37]
53,O[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([N:7]2[CH2:8][C:9]3=[C:10]([CH2:11][N:12]([C:13](=[O:14])[c:15]4[cH:16][cH:17][cH:18][cH:19][c:20]4[C:21]([F:22])([F:23])[F:24])[CH2:25]3)[CH2:26]2)[n:27][cH:28]1.[NH2:29][CH2:30][CH2:31][CH:32]1[CH2:33][CH2:34]1>>[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([N:7]2[CH2:8][C:9]3=[C:10]([CH2:11][N:12]([C:13](=[O:14])[c:15]4[cH:16][cH:17][cH:18][cH:19][c:20]4[C:21]([F:22])([F:23])[F:24])[CH2:25]3)[CH2:26]2)[n:27][cH:28]1)[NH:29][CH2:30][CH2:31][CH:32]1[CH2:33][CH2:34]1
54,O[C:1]([c:2]1[cH:3][c:4](-[c:5]2[cH:6][cH:7][c:8]([C:9]#[N:10])[cH:11][c:12]2[F:13])[n:14][o:15]1)=[O:16].[CH3:17][C:18]([CH3:19])([CH3:20])[c:21]1[n:22][o:23][c:24]([N:25]2[CH2:26][CH2:27][CH:28]([NH:29][CH:30]3[CH2:31][CH2:32]3)[CH2:33][CH2:34]2)[n:35]1>>[C:1]([c:2]1[cH:3][c:4](-[c:5]2[cH:6][cH:7][c:8]([C:9]#[N:10])[cH:11][c:12]2[F:13])[n:14][o:15]1)(=[O:16])[N:29]([CH:28]1[CH2:27][CH2:26][N:25]([c:24]2[o:23][n:22][c:21]([C:18]([CH3:17])([CH3:19])[CH3:20])[n:35]2)[CH2:34][CH2:33]1)[CH:30]1[CH2:31][CH2:32]1
56,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][CH:11]([N:12]2[C:13](=[O:14])[NH:15][CH2:16][C@H:17]2[c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[CH2:24][CH2:25]1.[CH3:26][N:27]=[C:28]=[O:29]>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:8]1[CH2:9][CH2:10][CH:11]([N:12]2[C:13](=[O:14])[N:15]([C:28]([NH:27][CH3:26])=[O:29])[CH2:16][C@H:17]2[c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[CH2:24][CH2:25]1
57,Br[c:1]1[c:2]([N+:3](=[O:4])[O-:5])[cH:6][c:7]([Br:8])[cH:9][cH:10]1.[NH2:11][CH2:12][C:13]1([OH:14])[CH2:15][CH2:16][CH2:17][CH2:18]1>>[c:1]1([NH:11][CH2:12][C:13]2([OH:14])[CH2:15][CH2:16][CH2:17][CH2:18]2)[c:2]([N+:3](=[O:4])[O-:5])[cH:6][c:7]([Br:8])[cH:9][cH:10]1
58,Cl[C:1]([CH:2]=[CH2:3])=[O:4].[OH:5][CH2:6][C:7]([Cl:10])([Cl:8])[Cl:9]>>[C:1]([CH:2]=[CH2:3])(=[O:4])[O:5][CH2:6][C:7]([Cl:8])([Cl:9])[Cl:10]
60,CO[C:1](=[O:2])[c:3]1[n:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][c:11](-[c:12]3[cH:13][cH:14][cH:15][cH:16][c:17]3[C:18]([F:19])([F:20])[F:21])[cH:22]2)[nH:23]1.[NH3:24]>>[C:1](=[O:2])([c:3]1[n:4][cH:5][c:6](-[c:7]2[cH:8][cH:9][cH:10][c:11](-[c:12]3[cH:13][cH:14][cH:15][cH:16][c:17]3[C:18]([F:19])([F:20])[F:21])[cH:22]2)[nH:23]1)[NH2:24]
62,CC(C)(C)OC(=O)[N:1]1[CH2:2][C@H:3]([CH3:4])[N:5]([CH:6]2[CH2:7][CH2:8][c:9]3[cH:10][cH:11][c:12]([C:13]([F:14])([F:15])[F:16])[cH:17][c:18]32)[CH2:19][CH2:20]1>>[NH:1]1[CH2:2][C@H:3]([CH3:4])[N:5]([CH:6]2[CH2:7][CH2:8][c:9]3[cH:10][cH:11][c:12]([C:13]([F:14])([F:15])[F:16])[cH:17][c:18]32)[CH2:19][CH2:20]1
63,[Br:3][CH2:2][CH2:1]Br.[CH3:4][O:5][C:6](=[O:7])[c:8]1[cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[n:15][nH:16]1>>[CH2:1]([CH2:2][Br:3])[n:16]1[c:8]([C:6]([O:5][CH3:4])=[O:7])[cH:9][c:10]([C:11]([F:12])([F:13])[F:14])[n:15]1
65,Cl[S:1](=[O:2])(=[O:3])[c:4]1[cH:5][cH:6][c:7]([Br:8])[s:9]1.[CH3:10][O:11][c:12]1[n:13][c:14]([Cl:15])[cH:16][n:17][c:18]1[NH2:19]>>[S:1](=[O:2])(=[O:3])([c:4]1[cH:5][cH:6][c:7]([Br:8])[s:9]1)[NH:19][c:18]1[c:12]([O:11][CH3:10])[n:13][c:14]([Cl:15])[cH:16][n:17]1
66,Br[CH2:1][C:2]([CH2:3][CH3:4])=[O:5].[CH3:6][CH2:7][N:8]([CH2:9][CH3:10])[CH2:11][CH2:12][NH:13][C:14](=[O:15])[c:16]1[cH:17][c:18]([Cl:19])[c:20]([NH2:21])[cH:22][c:23]1[OH:24]>>[CH2:1]([C:2]([CH2:3][CH3:4])=[O:5])[O:24][c:23]1[c:16]([C:14]([NH:13][CH2:12][CH2:11][N:8]([CH2:7][CH3:6])[CH2:9][CH3:10])=[O:15])[cH:17][c:18]([Cl:19])[c:20]([NH2:21])[cH:22]1
67,O[C:1](=[O:2])[CH2:3][c:4]1[cH:5][n:6][cH:7][cH:8][n:9]1.[NH2:10][C@@H:11]([CH2:12][O:13][CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[C:21](=[O:22])[NH:23][c:24]1[cH:25][cH:26][c:27]([O:28][c:29]2[cH:30][cH:31][c:32]([F:33])[cH:34][cH:35]2)[cH:36][cH:37]1>>[C:1](=[O:2])([CH2:3][c:4]1[cH:5][n:6][cH:7][cH:8][n:9]1)[NH:10][C@@H:11]([CH2:12][O:13][CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[C:21](=[O:22])[NH:23][c:24]1[cH:25][cH:26][c:27]([O:28][c:29]2[cH:30][cH:31][c:32]([F:33])[cH:34][cH:35]2)[cH:36][cH:37]1
68,[CH3:1][CH2:2][N:3]=[C:4]=[S:5].[NH2:6][CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[CH3:1][CH2:2][NH:3][C:4](=[S:5])[NH:6][CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1
69,[CH2:1]=[CH:2][C:3](=[O:4])[NH:5][c:6]1[cH:7][cH:8][c:9]2[c:10]([cH:11]1)[C:12]([CH3:13])([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[CH2:20][C:21]([CH3:22])([CH3:23])[N:24]2[C:25]([CH3:26])=[O:27].[CH3:28][CH2:29][O:30][CH2:31][CH2:32][OH:33]>>[CH2:1]([CH2:2][C:3](=[O:4])[NH:5][c:6]1[cH:7][cH:8][c:9]2[c:10]([cH:11]1)[C:12]([CH3:13])([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[CH2:20][C:21]([CH3:22])([CH3:23])[N:24]2[C:25]([CH3:26])=[O:27])[O:33][CH2:32][CH2:31][O:30][CH2:29][CH3:28]
70,CO[C:1](=[O:2])[CH:3]([NH2:4])[c:5]1[cH:6][cH:7][cH:8][c:9]([NH:10][CH:11]2[CH2:12][CH2:13][CH2:14][CH2:15][CH2:16]2)[cH:17]1>>[CH2:1]([OH:2])[CH:3]([NH2:4])[c:5]1[cH:6][cH:7][cH:8][c:9]([NH:10][CH:11]2[CH2:12][CH2:13][CH2:14][CH2:15][CH2:16]2)[cH:17]1
71,O=[CH2:1].[CH3:2][O:3][c:4]1[cH:5][cH:6][c:7]([NH2:8])[c:9]([CH3:10])[cH:11]1>>[CH3:1][NH:8][c:7]1[cH:6][cH:5][c:4]([O:3][CH3:2])[cH:11][c:9]1[CH3:10]
73,Cl[CH2:1][c:2]1[cH:3][c:4](-[c:5]2[cH:6][cH:7][c:8]([CH2:9][N:10]3[CH2:16][CH2:15][N:13]([CH3:14])[CH2:12][CH2:11]3)[cH:17][cH:18]2)[n:19][o:20]1.[F:21][c:22]1[cH:23][cH:24][cH:25][c:26](-[c:27]2[n:28][c:29]3[cH:30][n:31][nH:32][cH:33][c:34]-3[n:35]2)[c:36]1[F:37]>>[CH2:1]([c:2]1[cH:3][c:4](-[c:5]2[cH:6][cH:7][c:8]([CH2:9][N:10]3[CH2:11][CH2:12][N:13]([CH3:14])[CH2:15][CH2:16]3)[cH:17][cH:18]2)[n:19][o:20]1)[n:32]1[n:31][cH:30][c:29]2[n:28][c:27](-[c:26]3[cH:25][cH:24][cH:23][c:22]([F:21])[c:36]3[F:37])[n:35][c:34]-2[cH:33]1
74,IC[I:1].N[c:2]1[s:3][cH:4][c:5]([C:6]([O:7][CH2:8][CH3:9])=[O:10])[n:11]1>>[I:1][c:2]1[s:3][cH:4][c:5]([C:6]([O:7][CH2:8][CH3:9])=[O:10])[n:11]1
75,O[C:1]([C@@H:2]([NH:3][O:4][C:5]([C:6]([CH3:7])([CH3:8])[CH3:9])=[O:10])[CH2:11][S:12][c:13]1[c:14]([NH2:15])[cH:16][cH:17][cH:18][c:19]1-[c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)=[O:26]>>[C:1]1(=[O:26])[C@@H:2]([NH:3][O:4][C:5]([C:6]([CH3:7])([CH3:8])[CH3:9])=[O:10])[CH2:11][S:12][c:13]2[c:14]([cH:16][cH:17][cH:18][c:19]2-[c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[NH:15]1
76,CC(C)(C)[Si](C)(C)[O:1][CH2:2][C@@H:3]1[C@@H:4]([O:5][C:6](=[O:7])[O:8][CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[CH2:16][C@H:17]([n:18]2[cH:19][c:20]3[cH:21][c:22](-[c:23]4[cH:33][cH:32][c:26]([CH2:27][CH2:28][CH2:29][CH2:30][CH3:31])[cH:25][cH:24]4)[o:34][c:35]3[n:36][c:37]2=[O:38])[O:39]1>>[OH:1][CH2:2][C@@H:3]1[C@@H:4]([O:5][C:6](=[O:7])[O:8][CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[CH2:16][C@H:17]([n:18]2[cH:19][c:20]3[cH:21][c:22](-[c:23]4[cH:24][cH:25][c:26]([CH2:27][CH2:28][CH2:29][CH2:30][CH3:31])[cH:32][cH:33]4)[o:34][c:35]3[n:36][c:37]2=[O:38])[O:39]1
77,CC(C)(C)[Si](C)(C)[O:1][c:2]1[cH:3][cH:4][c:5]2[n:6][cH:7][c:8](-[c:9]3[cH:10][cH:11][c:12]([N:13]([CH3:14])[CH3:15])[cH:16][cH:17]3)[n:18][c:19]2[cH:20]1>>[OH:1][c:2]1[cH:3][cH:4][c:5]2[n:6][cH:7][c:8](-[c:9]3[cH:10][cH:11][c:12]([N:13]([CH3:14])[CH3:15])[cH:16][cH:17]3)[n:18][c:19]2[cH:20]1
78,CC(C)(C)OC(=O)[NH:1][C@H:2]([C:3]([NH:4][C@@H:5]([C@@H:6]([c:7]1[cH:8][cH:9][c:10]([O:11][CH3:12])[cH:13][cH:14]1)[OH:15])[C:16](=[O:17])[O:18][CH2:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)=[O:26])[CH2:27][OH:28]>>[NH2:1][C@H:2]([C:3]([NH:4][C@@H:5]([C@@H:6]([c:7]1[cH:8][cH:9][c:10]([O:11][CH3:12])[cH:13][cH:14]1)[OH:15])[C:16](=[O:17])[O:18][CH2:19][c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)=[O:26])[CH2:27][OH:28]
79,O=[N:1][c:2]1[c:3]([NH2:4])[n:5][c:6](-[c:7]2[c:8]([O:9][CH2:10][CH2:11][CH3:12])[cH:13][cH:14][c:15]([CH3:16])[cH:17]2)[nH:18][c:19]1=[O:20]>>[NH2:1][c:2]1[c:3]([NH2:4])[n:5][c:6](-[c:7]2[c:8]([O:9][CH2:10][CH2:11][CH3:12])[cH:13][cH:14][c:15]([CH3:16])[cH:17]2)[nH:18][c:19]1=[O:20]
80,Cl[C:1](=[O:2])[c:3]1[cH:4][c:5]([Cl:6])[cH:7][cH:8][c:9]1[N+:10](=[O:11])[O-:12].[CH3:13][c:14]1[cH:15][cH:16][c:17](-[n:18]2[cH:19][cH:20][c:21]([NH2:22])[n:23]2)[cH:24][c:25]1[CH3:26]>>[C:1](=[O:2])([c:3]1[cH:4][c:5]([Cl:6])[cH:7][cH:8][c:9]1[N+:10](=[O:11])[O-:12])[NH:22][c:21]1[cH:20][cH:19][n:18](-[c:17]2[cH:16][cH:15][c:14]([CH3:13])[c:25]([CH3:26])[cH:24]2)[n:23]1
81,O[CH:1]([CH2:2][F:3])[CH2:4][F:5].[CH3:6][O:7][c:8]1[cH:9][c:10]2[c:11]([cH:12][c:13]1[N+:14](=[O:15])[O-:16])[CH2:17][CH2:18][NH:19][CH2:20][CH2:21]2>>[CH:1]([CH2:2][F:3])([CH2:4][F:5])[N:19]1[CH2:18][CH2:17][c:11]2[c:10]([cH:9][c:8]([O:7][CH3:6])[c:13]([N+:14](=[O:15])[O-:16])[cH:12]2)[CH2:21][CH2:20]1
82,Br[CH2:1][c:2]1[cH:7][cH:6][cH:5][cH:4][cH:3]1.[CH3:8][CH:9]([CH3:10])[c:11]1[c:12]([C:13](=[O:14])[NH:15][CH2:16][c:17]2[cH:18][cH:19][c:20]([F:21])[c:22]([F:23])[cH:24]2)[c:25]2[cH:26][cH:27][c:28]([OH:29])[cH:30][c:31]2[n:32]1[CH2:33][c:34]1[cH:35][cH:36][cH:37][cH:38][cH:39]1>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:29][c:28]1[cH:27][cH:26][c:25]2[c:12]([C:13](=[O:14])[NH:15][CH2:16][c:17]3[cH:18][cH:19][c:20]([F:21])[c:22]([F:23])[cH:24]3)[c:11]([CH:9]([CH3:8])[CH3:10])[n:32]([CH2:33][c:34]3[cH:35][cH:36][cH:37][cH:38][cH:39]3)[c:31]2[cH:30]1
83,O[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][c:7]([N+:8](=[O:9])[O-:10])[c:11]1[OH:12].[NH2:13][c:14]1[n:15][n:16][n:17][nH:18]1>>[C:1](=[O:2])([c:3]1[cH:4][cH:5][cH:6][c:7]([N+:8](=[O:9])[O-:10])[c:11]1[OH:12])[NH:13][c:14]1[n:15][n:16][n:17][nH:18]1
84,O[C:1](=[O:2])[CH:3]1[CH2:4][CH2:5][CH2:6][c:7]2[c:8]([O:9][CH2:10][c:11]3[cH:16][cH:15][cH:14][cH:13][cH:12]3)[cH:17][cH:18][cH:19][c:20]21.[CH3:21][CH:22]([CH3:23])[c:24]1[cH:25][cH:26][c:27]([NH:28][CH2:29][c:30]2[cH:31][cH:32][c:33]([O:34][CH2:35][c:36]3[cH:37][cH:38][cH:39][cH:40][cH:41]3)[c:42]([O:43][CH2:44][c:45]3[cH:46][cH:47][cH:48][cH:49][cH:50]3)[cH:51]2)[cH:52][cH:53]1>>[C:1](=[O:2])([CH:3]1[CH2:4][CH2:5][CH2:6][c:7]2[c:8]([O:9][CH2:10][c:11]3[cH:12][cH:13][cH:14][cH:15][cH:16]3)[cH:17][cH:18][cH:19][c:20]21)[N:28]([c:27]1[cH:26][cH:25][c:24]([CH:22]([CH3:21])[CH3:23])[cH:53][cH:52]1)[CH2:29][c:30]1[cH:31][cH:32][c:33]([O:34][CH2:35][c:36]2[cH:37][cH:38][cH:39][cH:40][cH:41]2)[c:42]([O:43][CH2:44][c:45]2[cH:46][cH:47][cH:48][cH:49][cH:50]2)[cH:51]1
85,CC(C)(C)OC(=O)[NH:1][CH2:2][CH2:3][c:4]1[cH:5][cH:6][c:7]([O:8][c:9]2[n:10][cH:11][cH:12][cH:13][c:14]2[C:15]([NH2:16])=[O:17])[cH:18][cH:19]1>>[NH2:1][CH2:2][CH2:3][c:4]1[cH:5][cH:6][c:7]([O:8][c:9]2[n:10][cH:11][cH:12][cH:13][c:14]2[C:15]([NH2:16])=[O:17])[cH:18][cH:19]1
86,CC(=O)O[C:2]([CH3:1])=[O:3].[N:4]#[C:5][c:6]1[cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14][c:15]1[N:16]=[N:17][NH:18][c:19]1[cH:20][c:21]([C:22]([F:23])([F:24])[F:25])[cH:26][cH:27][c:28]1[C:29]#[N:30]>>[CH3:1][C:2](=[O:3])[N:18]([N:17]=[N:16][c:15]1[c:6]([C:5]#[N:4])[cH:7][cH:8][c:9]([C:10]([F:11])([F:12])[F:13])[cH:14]1)[c:19]1[cH:20][c:21]([C:22]([F:23])([F:24])[F:25])[cH:26][cH:27][c:28]1[C:29]#[N:30]
87,[CH3:1][CH2:2][c:3]1[n:4][c:5]2[c:6]([CH3:7])[cH:8][c:9]([CH2:10][C:11]([CH3:12])=[O:13])[n:14][c:15]2[n:16]1[C@H:17]1[CH2:18][CH2:19][c:20]2[cH:21][c:22](-[c:23]3[cH:24][cH:25][cH:26][cH:27][c:28]3-[c:29]3[n:30][n:31][n:32][n:33]3[C:34]([c:41]3[cH:42][cH:43][cH:44][cH:45][cH:46]3)([c:47]3[cH:48][cH:49][cH:50][cH:51][cH:52]3)[c:35]3[cH:36][cH:37][cH:38][cH:39][cH:40]3)[cH:53][cH:54][c:55]21>>[CH3:1][CH2:2][c:3]1[n:4][c:5]2[c:6]([CH3:7])[cH:8][c:9]([CH2:10][CH:11]([CH3:12])[OH:13])[n:14][c:15]2[n:16]1[C@H:17]1[CH2:18][CH2:19][c:20]2[cH:21][c:22](-[c:23]3[cH:24][cH:25][cH:26][cH:27][c:28]3-[c:29]3[n:30][n:31][n:32][n:33]3[C:34]([c:35]3[cH:36][cH:37][cH:38][cH:39][cH:40]3)([c:41]3[cH:42][cH:43][cH:44][cH:45][cH:46]3)[c:47]3[cH:48][cH:49][cH:50][cH:51][cH:52]3)[cH:53][cH:54][c:55]21
88,Cl[CH2:1][c:2]1[cH:7][cH:6][cH:5][cH:4][cH:3]1.[O:8]=[CH:9][c:10]1[cH:11][c:12]([F:13])[c:14]([OH:15])[c:16]([F:17])[cH:18]1>>[CH2:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[O:15][c:14]1[c:12]([F:13])[cH:11][c:10]([CH:9]=[O:8])[cH:18][c:16]1[F:17]
89,Cl[C:1]([CH3:2])=[O:3].[OH:4][c:5]1[cH:6][cH:7][c:8](-[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:15][cH:16]1>>[C:1]([CH3:2])(=[O:3])[O:4][c:5]1[cH:6][cH:7][c:8](-[c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:15][cH:16]1
90,CC(C)(C)OC(=O)[N:1]1[CH2:34][CH2:33][N:4]([c:5]2[c:6]3[cH:7][c:8]4[c:9]([c:10]([F:11])[c:12]3[o:13][n:14]2)[N:15]2[CH2:16][C@@H:17]([CH3:18])[O:19][C@@H:20]([CH3:21])[C@@H:22]2[C:23]2([CH2:24]4)[C:25](=[O:26])[NH:27][C:28](=[O:29])[NH:30][C:31]2=[O:32])[CH2:3][CH2:2]1>>[NH:1]1[CH2:2][CH2:3][N:4]([c:5]2[c:6]3[cH:7][c:8]4[c:9]([c:10]([F:11])[c:12]3[o:13][n:14]2)[N:15]2[CH2:16][C@@H:17]([CH3:18])[O:19][C@@H:20]([CH3:21])[C@@H:22]2[C:23]2([CH2:24]4)[C:25](=[O:26])[NH:27][C:28](=[O:29])[NH:30][C:31]2=[O:32])[CH2:33][CH2:34]1
91,Br[CH2:1][c:2]1[c:3]([C:4]([O:5][CH3:6])=[O:7])[c:8]2[c:9]([n:10]1[S:11](=[O:12])(=[O:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[n:20][cH:21][cH:22][cH:23]2.[CH3:24][c:25]1[cH:26][cH:27][c:28]([S:29](=[O:30])(=[O:31])[NH:32][CH2:33][C:34]#[N:35])[cH:36][cH:37]1>>[CH2:1]([c:2]1[c:3]([C:4]([O:5][CH3:6])=[O:7])[c:8]2[c:9]([n:10]1[S:11](=[O:12])(=[O:13])[c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)[n:20][cH:21][cH:22][cH:23]2)[N:32]([S:29]([c:28]1[cH:27][cH:26][c:25]([CH3:24])[cH:37][cH:36]1)(=[O:30])=[O:31])[CH2:33][C:34]#[N:35]
92,[OH:6][CH:1]([CH3:2])[CH3:3].[O:4]=[C:5](O)[c:7]1[s:8][c:9]([Cl:10])[n:11][c:12]1[C:13]([F:14])([F:15])[F:16]>>[CH:1]([CH3:2])([CH3:3])[O:6][C:5](=[O:4])[c:7]1[s:8][c:9]([Cl:10])[n:11][c:12]1[C:13]([F:14])([F:15])[F:16]
94,Br[CH2:1][CH:2]1[CH2:3][CH2:4][CH2:5][O:6]1.[O:7]=[C:8]1[C:9](=[O:10])[c:11]2[cH:12][cH:13][cH:14][cH:15][c:16]2[C:17]2=[C:18]1[S:19][CH2:20][C:21]1([CH2:26][CH2:25][NH:24][CH2:23][CH2:22]1)[O:27]2>>[CH2:1]([CH:2]1[CH2:3][CH2:4][CH2:5][O:6]1)[N:24]1[CH2:23][CH2:22][C:21]2([CH2:20][S:19][C:18]3=[C:17]([c:16]4[c:11]([cH:12][cH:13][cH:14][cH:15]4)[C:9](=[O:10])[C:8]3=[O:7])[O:27]2)[CH2:26][CH2:25]1
95,Cl[c:1]1[n:2][c:3]([Cl:4])[cH:5][c:6]([CH3:7])[c:8]1[N+:9](=[O:10])[O-:11].[F:12][C@@H:13]1[CH2:14][CH2:15][NH:16][CH2:17]1>>[c:1]1([N:16]2[CH2:15][CH2:14][C@@H:13]([F:12])[CH2:17]2)[n:2][c:3]([Cl:4])[cH:5][c:6]([CH3:7])[c:8]1[N+:9](=[O:10])[O-:11]
96,Br[CH2:1][c:2]1[cH:3][cH:4][c:5]([S:6]([CH3:7])(=[O:8])=[O:9])[cH:10][cH:11]1.[CH3:12][O:13][c:14]1[c:15]([O:16][CH:17]([F:18])[F:19])[cH:20][cH:21][c:22](-[c:23]2[cH:24][cH:25][cH:26][c:27]3[c:28]2[CH2:29][CH2:30][C:31]3=[O:32])[c:33]1[OH:34]>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([S:6]([CH3:7])(=[O:8])=[O:9])[cH:10][cH:11]1)[O:34][c:33]1[c:14]([O:13][CH3:12])[c:15]([O:16][CH:17]([F:18])[F:19])[cH:20][cH:21][c:22]1-[c:23]1[cH:24][cH:25][cH:26][c:27]2[c:28]1[CH2:29][CH2:30][C:31]2=[O:32]
99,O=[CH2:1].[CH3:2][O:3][c:4]1[cH:5][cH:6][cH:7][cH:8][c:9]1[N:10]1[CH2:15][CH2:14][NH:13][CH2:12][CH2:11]1.[NH2:16][c:17]1[cH:18][c:19]([CH:20]2[CH2:22][CH2:21]2)[n:23][n:24]1-[c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1>>[CH2:1]([N:13]1[CH2:12][CH2:11][N:10]([c:9]2[c:4]([O:3][CH3:2])[cH:5][cH:6][cH:7][cH:8]2)[CH2:15][CH2:14]1)[c:18]1[c:17]([NH2:16])[n:24](-[c:25]2[cH:26][cH:27][cH:28][cH:29][cH:30]2)[n:23][c:19]1[CH:20]1[CH2:21][CH2:22]1
100,Br[c:1]1[cH:2][cH:3][c:4]([N+:5](=[O:6])[O-:7])[n:8][cH:9]1.[CH3:10][C:11](=[O:12])[NH:13][c:14]1[cH:15][cH:16][c:17]([OH:18])[cH:19][cH:20]1>>[c:1]1([O:18][c:17]2[cH:16][cH:15][c:14]([NH:13][C:11]([CH3:10])=[O:12])[cH:20][cH:19]2)[cH:2][cH:3][c:4]([N+:5](=[O:6])[O-:7])[n:8][cH:9]1
102,CC(=O)[O:1][C@H:2]1[C@@H:3]([c:4]2[cH:5][cH:6][c:7]([O:8][CH3:9])[cH:10][cH:11]2)[S:12][CH:13]=[C:14]([c:15]2[cH:20][cH:19][cH:18][cH:17][cH:16]2)[N:21]([CH2:22][CH2:23][N:24]([CH3:25])[CH3:26])[C:27]1=[O:28]>>[OH:1][C@H:2]1[C@@H:3]([c:4]2[cH:5][cH:6][c:7]([O:8][CH3:9])[cH:10][cH:11]2)[S:12][CH:13]=[C:14]([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[N:21]([CH2:22][CH2:23][N:24]([CH3:25])[CH3:26])[C:27]1=[O:28]
103,O=[C:1]1[CH2:2][CH2:3][CH2:4][N:5]([CH2:6][CH2:7][CH2:8][CH3:9])[CH2:10]1.[CH3:11][c:12]1[cH:13][c:14](-[n:15]2[cH:16][cH:17][n:18][cH:19]2)[cH:20][cH:21][c:22]1[NH2:23]>>[CH:1]1([NH:23][c:22]2[c:12]([CH3:11])[cH:13][c:14](-[n:15]3[cH:16][cH:17][n:18][cH:19]3)[cH:20][cH:21]2)[CH2:2][CH2:3][CH2:4][N:5]([CH2:6][CH2:7][CH2:8][CH3:9])[CH2:10]1
